,SYMBOL
3105,E2:F3EU.SI
3106,E2:G86.SI
3111,E2:C29.SI
3112,E2:BS6.SI
3113,E2:E13.SI
3114,E2:H16.SI
3116,E2:G1O.SI
3186,E2:5MD.SI
3187,E2:5GF.SI
3195,E2:5F4.SI
3196,E2:5IB.SI
3197,E2:558.SI
3242,H1N.SI
3243,S63.SI
3244,E1:5PF.SI
3245,E2:5G1.SI
3251,E1:TZ7R.SI
3252,A55.SI
3253,S35.SI
3254,F25U.SI
3256,S41.SI
3257,P2Q.SI
3260,JC6.SI
3262,H1O.SI
3269,K03.SI
3271,H30.SI
3273,G1M.SI
3277,F31.SI
3278,F17.SI
3287,F20.SI
3288,F13.SI
3294,E1:DK2.SI
3295,E2:5UF.SI
3299,TM5.SI
3300,E1:E28.SI
3301,E2:S41.SI
3302,5F4.SI
3303,508.SI
3304,E2:5QY.SI
3305,E2:AO9.SI
3306,E2:F20.SI
3307,F10.SI
3308,MT7.SI
3309,E1:5OI.SI
3310,E2:5WJ.SI
3311,F1E.SI
3314,P34.SI
3316,E1:Q5T.SI
3321,B2:NU7Z.SI
3322,5WJ.SI
3328,H1Q.SI
3334,LG2U.SI
3335,E1:AO9.SI
3336,E1:H30.SI
3343,FQ7.SI
3346,E2:5FL.SI
3354,E1:508.SI
3355,5OI.SI
3357,F01.SI
3363,E1:TQ5.SI
3364,5UF.SI
3366,F3EU.SI
3399,E2:EB5.SI
3400,E2:S23.SI
3401,G1O.SI
3409,E2:P58.SI
3410,E90.SI
3411,TR1.SI
3413,E2:I54.SI
3421,E2:U01.SI
3440,P2P.SI
3441,F86.SI
3442,E9A.SI
3451,F6D.SI
3459,E1:ADN.SI
3460,E1:P60.SI
3472,E2:O10.SI
3475,S10.SI
3477,T77.SI
3478,Z25.SI
3479,P9J.SI
3480,MC0.SI
3481,5WD.SI
3482,593.SI
3483,T6I.SI
3485,G13.SI
3487,G20.SI
3489,MR8.SI
3491,5KI.SI
3492,TU2.SI
3497,J16.SI
3502,G05.SI
3505,OV8.SI
3507,H18.SI
3510,G41.SI
3516,5IG.SI
3521,QC7.SI
3523,UC2R.SI
3525,5PF.SI
3527,5CE.SI
3529,E2:F01.SI
3531,S7P.SI
3532,E1:UC2R.SI
3533,U0Q.SI
3535,U3K.SI
3537,5GZ.SI
3539,E2:RF7.SI
3545,B22.SI
3547,U8V.SI
3554,E2:N6H.SI
3561,G1N.SI
3563,UC3R.SI
3568,E1:L38.SI
3571,G3B.SI
3572,T4B.SI
3573,E2:UC2R.SI
3574,E1:G13.SI
3576,5IM.SI
3577,RF7.SI
3579,G18.SI
3581,E2:G11.SI
3582,E2:F17.SI
3583,E2:5IM.SI
3587,Q0X.SI
3588,G4F.SI
3591,E2:G41.SI
3592,E2:E5H.SI
3593,E2:5IG.SI
3600,5CJ.SI
3601,5PC.SI
3605,ADQU.SI
3609,E91.SI
3614,E2:5VP.SI
3617,C4P.SI
3618,U3G.SI
3622,E2:K6J.SI
3628,5FI.SI
3629,UA8.SI
3631,E2:I5H.SI
3636,E2:K03.SI
3638,G10.SI
3645,E2:G50.SI
3647,G08.SI
3648,543.SI
3657,E2:AM3.SI
3658,5EV.SI
3659,MC7.SI
3668,K6J.SI
3669,E1:L18.SI
3673,L38.SI
3675,U0X.SI
3702,519.SI
3709,E1:Y07.SI
3711,KT9.SI
3712,TU3.SI
3713,5OT.SI
3737,E2:5PC.SI
3740,E1:EB7.SI
3744,E1:S21.SI
3746,E1:MC0.SI
3750,Z59.SI
3752,5CF.SI
3755,L6T.SI
3759,5EN.SI
3760,T39.SI
3762,SK7.SI
3764,MS7.SI
3769,5VS.SI
3771,545.SI
3772,U10.SI
3774,NS8U.SI
3781,X06.SI
3785,M9F.SI
3787,KF4.SI
3789,I07.SI
3793,H15.SI
3798,I85.SI
3800,H20.SI
3801,H19.SI
3802,H17.SI
3803,H07.SI
3812,5RK.SI
3814,5JK.SI
3815,596.SI
3816,583.SI
3817,558.SI
3821,600.SI
3824,5GF.SI
3825,588.SI
3826,580.SI
3831,5AI.SI
3839,5UU.SI
3840,5IC.SI
3841,RF1U.SI
3868,U4JR.SI
3869,5KH.SI
3873,E2:588.SI
3874,E1:H17.SI
3878,5OR.SI
3879,5HW.SI
3881,HD9.SI
3883,E1:KF4.SI
3884,E1:H12.SI
3887,5MM.SI
3889,5FX.SI
3890,H73.SI
3891,GG7.SI
3901,E1:5JK.SI
3904,E2:5UU.SI
3917,H1P.SI
3919,5NH.SI
3921,E1:NT1.SI
3923,E2:H02.SI
3927,J2T.SI
3928,E1:510.SI
3935,P47.SI
3938,FV2.SI
3945,5DP.SI
3968,N2H.SI
3969,E1:5OR.SI
3973,E1:P7VU.SI
3978,H27.SI
4003,504.SI
4008,E2:ADP.SI
4018,E1:5G5R.SI
4029,5DD.SI
4030,P7VU.SI
4031,E1:5VJ.SI
4033,U2E.SI
4034,B2X.SI
4035,C0Z.SI
4036,H12.SI
4040,5BS.SI
4041,Y03.SI
4042,5LE.SI
4044,BR9.SI
4045,E1:5PD.SI
4046,E2:SK7.SI
4092,C9Q.SI
4101,H13.SI
4102,C92.SI
4109,E2:5EV.SI
4129,5WA.SI
4131,M1Z.SI
4132,I19.SI
4136,U77.SI
4137,TM8.SI
4138,T09.SI
4139,O32.SI
4144,591.SI
4145,Y08.SI
4146,TU1.SI
4147,T8B.SI
4148,QL0.SI
4149,QK9.SI
4151,O08.SI
4152,MV4.SI
4155,IW5.SI
4157,I15.SI
4160,P07.SI
4161,O05.SI
4165,I98.SI
4167,I11.SI
4168,I04.SI
4173,5TN.SI
4175,5AB.SI
4176,571.SI
4178,KV4.SI
4182,5WH.SI
4186,564.SI
4188,J11.SI
4189,P31.SI
4190,M11.SI
4191,I5H.SI
4194,E2:5EC.SI
4195,E1:I98.SI
4196,E1:5EC.SI
4200,E1:5I4.SI
4201,G0I.SI
4207,E2:5AB.SI
4208,E2:5DM.SI
4210,5OC.SI
4211,SH8.SI
4213,581.SI
4214,E2:Y06.SI
4219,B69.SI
4220,5IE.SI
4221,QG1.SI
4222,E1:5AB.SI
4223,H64.SI
4228,E1:5OQ.SI
4230,E2:5OQ.SI
4231,UA6.SI
4233,IX2.SI
4246,E2:J11.SI
4247,E2:5WH.SI
4248,E1:M26.SI
4257,5EL.SI
4264,E2:T41.SI
4266,ME8U.SI
4274,E1:U96.SI
4276,5I4.SI
4283,E1:T8B.SI
4284,E1:O32.SI
4294,E2:T09.SI
4304,E2:U96.SI
4305,E2:U77.SI
4329,E1:581.SI
4331,E1:EG0.SI
4332,E1:564.SI
4333,I9T.SI
4335,T41.SI
4341,E1:B69.SI
4342,E1:571.SI
4344,5HC.SI
4347,M26.SI
4358,5GI.SI
4365,E1:5OS.SI
4368,U2Q.SI
4375,5OS.SI
4376,569.SI
4378,O23.SI
4382,E1:5GI.SI
4383,AEN.SI
4384,5WF.SI
4385,Y06.SI
4386,T82U.SI
4408,M14.SI
4413,QS9.SI
4415,I17.SI
4424,M09.SI
4426,E2:F34.SI
4432,KT2.SI
4469,E1:I07.SI
4475,J10.SI
4478,E1:J03.SI
4479,J0O.SI
4480,5FA.SI
4486,5TS.SI
4489,K1Q.SI
4491,Q0W.SI
4493,E2:5PF.SI
4504,J03.SI
4509,J74.SI
4511,E2:J17.SI
4512,J37.SI
4516,E1:5FA.SI
4517,E2:5WR.SI
4522,JK8.SI
4526,E1:5TF.SI
4539,E1:J37.SI
4541,J0Q.SI
4543,J17.SI
4547,E1:5TS.SI
4548,E1:J36.SI
4569,K01.SI
4571,L25.SI
4576,K11.SI
4584,K71U.SI
4585,K17.SI
4593,K3ED.SI
4595,TO9.SI
4600,5I1.SI
4604,5TT.SI
4605,E1:J8O.SI
4609,U0S.SI
4610,KT3.SI
4611,KJ6.SI
4613,E2:GG0.SI
4619,UA4.SI
4621,E1:504.SI
4622,E2:U10.SI
4623,E2:H06.SI
4625,E2:40I.SI
4644,LH4U.SI
4656,K2P.SI
4658,E1:F1E.SI
4662,SK3.SI
4667,E2:5G2.SI
4668,E2:5MZ.SI
4670,K3ND.SI
4688,K6S.SI
4694,H06.SI
4698,5I6.SI
4699,5G2.SI
4703,E2:N0Z.SI
4704,U3H.SI
4710,E1:5RK.SI
4711,E1:578.SI
4720,40I.SI
4721,E1:X27.SI
4725,K3KD.SI
4728,E2:578.SI
4741,J8O.SI
4770,E2:5I7R.SI
4776,E1:5BK.SI
4781,K3RD.SI
4784,E1:K01.SI
4786,E1:5OC.SI
4808,Z74.SI
4809,5MS.SI
4817,5HH.SI
4846,X64.SI
4854,Z78.SI
4877,LJ3.SI
4938,5VI.SI
4948,5TR.SI
4966,540.SI
4967,5CH.SI
4968,5CN.SI
4969,5BM.SI
4979,RC5.SI
4980,ON7.SI
4981,C07.SI
4982,E1:587.SI
4991,E3B.SI
4998,E2:5TR.SI
5003,E1:594.SI
5005,L08.SI
5009,N2E.SI
5012,JC7.SI
5016,S9B.SI
5024,E2:L19.SI
5028,S05.SI
5029,528.SI
5030,570.SI
5041,Y45.SI
5047,E1:D5IU.SI
5048,QF6.SI
5050,V69.SI
5051,5FW.SI
5052,5OQ.SI
5053,A9A.SI
5056,E1:E94.SI
5057,E1:G1N.SI
5064,Q7W.SI
5077,5CQ.SI
5088,F34.SI
5092,L02.SI
5095,B49.SI
5096,576.SI
5100,E1:L03.SI
5110,E1:Z25.SI
5115,E2:S30.SI
5120,E1:S9B.SI
5127,E1:40GR.SI
5136,5UX.SI
5139,Y07.SI
5149,5QR.SI
5159,E2:540.SI
5160,E2:G0I.SI
5161,E5P.SI
5163,C06.SI
5165,5PD.SI
5174,5MD.SI
5175,5NF.SI
5192,L10.SI
5204,E2:Q7W.SI
5206,526.SI
5209,U6C.SI
5214,E6R.SI
5216,510.SI
5233,B66.SI
5237,584.SI
5257,W81.SI
5279,L5J.SI
5283,E1:593.SI
5285,L23.SI
5293,M44U.SI
5294,L5G.SI
5295,KF5.SI
5297,542.SI
5316,E2:LS9.SI
5317,LG6.SI
5334,40HR.SI
5335,E1:M44U.SI
5359,5BK.SI
5379,E2:L5F.SI
5382,IH3.SI
5391,HE0.SI
5393,E1:G0I.SI
5445,O6Z.SI
5470,579.SI
5471,U4IR.SI
5488,M06.SI
5494,S51.SI
5496,R01.SI
5503,U6Y.SI
5509,M35.SI
5510,M01.SI
5530,E1:MF6.SI
5533,E2:N2IU.SI
5534,E2:E91.SI
5543,E2:M06.SI
5548,E1:G4F.SI
5551,AAGR.SI
5560,ABE.SI
5606,557.SI
5609,E2:DU4.SI
5633,E1:M01.SI
5640,E2:R01.SI
5642,E1:Y34.SI
5644,E1:F86.SI
5656,M03.SI
5667,E1:5DD.SI
5669,E2:5DD.SI
5673,MT1.SI
5677,E1:D03.SI
5680,E2:M30.SI
5686,E2:5DS.SI
5746,E1:5EN.SI
5757,E2:5EN.SI
5763,C11.SI
5765,E2:M05.SI
5776,N03.SI
5784,N6FD.SI
5799,U6W.SI
5802,E1:MR8.SI
5808,U0W.SI
5811,E1:N21.SI
5812,E1:N03.SI
5814,MR7.SI
5817,N6H.SI
5826,N08.SI
5829,ABF.SI
5834,U2N.SI
5840,E2:B07.SI
5841,TT5.SI
5846,N02.SI
5847,5QY.SI
5869,N32.SI
5882,N01.SI
5890,E2:5UJ.SI
5895,TN3.SI
5916,E1:O10.SI
5919,E1:584.SI
5922,U0Y.SI
5926,E2:5CF.SI
5930,E2:557.SI
5961,5PL.SI
5965,E1:ADJ.SI
5970,O9Q.SI
5974,O9A.SI
5975,E1:5FI.SI
5989,ABH.SI
6011,E1:O15.SI
6024,E1:579.SI
6027,ADRR.SI
6028,E2:U2E.SI
6033,E2:ADRR.SI
6047,P52.SI
6053,P19.SI
6060,E1:596.SI
6070,E1:P13.SI
6078,E2:O9E.SI
6082,P01.SI
6089,E1:P15.SI
6093,A23.SI
6098,5BI.SI
6107,U05.SI
6112,E1:5BI.SI
6113,E2:A23.SI
6115,E1:5UV.SI
6117,E1:S7OU.SI
6125,E1:C2PU.SI
6126,E1:P29.SI
6129,P13.SI
6141,5UV.SI
6153,T12.SI
6162,E2:T77.SI
6163,E2:P07.SI
6170,P29.SI
6185,T13.SI
6213,E1:M35.SI
6220,T8V.SI
6232,E2:L6T.SI
6233,H02.SI
6237,5I0.SI
6239,Q01.SI
6251,E1:552.SI
6290,5G7R.SI
6292,E1:R14.SI
6297,E2:M1GU.SI
6310,40GR.SI
6312,E1:NR7.SI
6320,E1:ADSR.SI
6325,E1:5F7.SI
6329,E1:5WH.SI
6331,M1GU.SI
6335,E2:W81.SI
6336,5G8R.SI
6354,E1:W81.SI
6362,E1:ADRR.SI
6364,E1:T8V.SI
6367,T8JU.SI
6389,E1:5KI.SI
6397,5H9R.SI
6430,SO7.SI
6434,SK6U.SI
6440,TZ7R.SI
6445,5F7.SI
6459,S58.SI
6460,S68.SI
6468,T24.SI
6473,5UN.SI
6475,U06.SI
6476,T55.SI
6477,S08.SI
6495,W05.SI
6496,S53.SI
6498,S19.SI
6507,S20.SI
6543,Y02.SI
6554,V03.SI
6556,U3D.SI
6557,U11.SI
6558,U09.SI
6563,T19.SI
6566,U13.SI
6572,T35.SI
6574,S69.SI
6575,S61.SI
6586,S49.SI
6681,5WG.SI
6703,5G9.SI
6736,E1:5UO.SI
6746,E1:5VT.SI
6748,E1:E16.SI
6755,E27.SI
6787,E2:Z78.SI
6801,I03.SI
6803,K6K.SI
6805,E2:U11.SI
6811,E1:5HV.SI
6823,E1:5HW.SI
6828,S2D.SI
6831,U9P.SI
6832,U9M.SI
6836,5DO.SI
6837,E1:545.SI
6838,5RJ.SI
6840,E1:5VS.SI
6842,E1:5AI.SI
6844,E1:5EB.SI
6845,U2W.SI
6852,E1:5DP.SI
6877,E1:V01.SI
6886,E1:T35.SI
6920,E2:KJ9.SI
6924,E2:S61.SI
6934,E2:SK6U.SI
6967,TS3.SI
6980,E1:5WA.SI
6982,E1:G31.SI
6983,E1:H16.SI
6989,E1:5PL.SI
6993,E1:I03.SI
7016,E2:5BA.SI
7018,E2:5FA.SI
7025,E2:580.SI
7026,E2:5DN.SI
7027,E2:5FH.SI
7029,E2:5GZ.SI
7031,E2:A01.SI
7044,E1:5EG.SI
7056,M30.SI
7082,E1:5UZ.SI
7094,E1:5VC.SI
7100,E1:5TY.SI
7103,E1:5KH.SI
7104,E1:C2J.SI
7107,U6K.SI
7108,TO6.SI
7118,E1:G3B.SI
7121,E1:S49.SI
7122,E1:S73.SI
7123,E1:S63.SI
7127,E1:JK8.SI
7128,E1:N08.SI
7130,E1:OV8.SI
7131,E1:S71.SI
7132,E1:O39.SI
7133,E1:T41.SI
7142,E2:500.SI
7152,E2:A31.SI
7155,E1:U77.SI
7165,E2:5CN.SI
7191,TS4.SI
7197,TS2.SI
7200,E1:5H0.SI
7201,U1L.SI
7202,5FD.SI
7208,T20.SI
7210,U0I.SI
7211,U3J.SI
7226,E1:AW9U.SI
7243,S85.SI
7244,T04.SI
7264,E1:CY6U.SI
7272,E1:G07.SI
7293,E1:5BM.SI
7295,E2:5RJ.SI
7321,E1:575.SI
7334,ADV.SI
7341,40B.SI
7343,5DL.SI
7350,40A.SI
7352,I26.SI
7355,E1:C6L.SI
7357,E1:E02.SI
7383,E2:S29.SI
7384,E2:PH0.SI
7388,E2:GU5.SI
7389,E2:J10.SI
7390,E2:NI3.SI
7394,E2:OU8.SI
7403,E2:S69.SI
7413,E2:R14.SI
7414,E2:T35.SI
7419,U2Z.SI
7429,U3C.SI
7433,U2P.SI
7437,5NL.SI
7487,5G3.SI
7488,ADW.SI
7497,E1:5MQ.SI
7502,E1:5F4.SI
7514,E1:5GF.SI
7554,E2:Q01.SI
7578,5G4.SI
7589,E1:5FD.SI
7639,E2:E23.SI
7641,E2:I04.SI
7642,E2:N03.SI
7650,E2:LG2U.SI
7651,E2:N01.SI
7652,E2:N08.SI
7658,5CR.SI
7663,A13.SI
7667,Z01.SI
7671,5H2R.SI
7674,AU8U.SI
7688,Q1P.SI
7693,U2V.SI
7705,502.SI
7725,E1:PH0.SI
7738,E2:S53.SI
7740,E2:S85.SI
7748,E2:S46.SI
7750,E2:U04.SI
7758,E2:5UA.SI
7767,E2:5TG.SI
7778,E2:S59.SI
7779,E2:Y02.SI
7788,E2:T24.SI
7789,E2:T8V.SI
7794,M05.SI
7796,T03.SI
7798,U14.SI
7799,E2:5I1.SI
7801,UB8.SI
7804,5AM.SI
7808,E2:5I3.SI
7810,U9R.SI
7812,X27.SI
7814,E1:576.SI
7845,UB4.SI
7900,5VC.SI
7901,U3B.SI
7902,A15.SI
7909,5RA.SI
7915,E2:O2I.SI
7916,E2:W05.SI
7918,H16.SI
7924,E1:5DE.SI
7925,E2:T28.SI
7943,TN7.SI
7948,ABJ.SI
7952,TO5.SI
8002,E1:K11.SI
8007,U6S.SI
8012,E1:KT8U.SI
8013,E1:S23.SI
8014,E1:S61.SI
8016,E1:505.SI
8018,E1:567.SI
8030,E1:580.SI
8032,S23.SI
8039,E1:H02.SI
8042,E1:NF1.SI
8049,E1:J91U.SI
8051,E1:IW5.SI
8058,5AE.SI
8069,T28.SI
8070,UA7.SI
8072,U96.SI
8101,E1:Y06.SI
8102,E1:S68.SI
8110,E1:T09.SI
8111,E1:U14.SI
8134,E1:5CF.SI
8144,C61U.SI
8148,5UJ.SI
8152,U9O.SI
8177,567.SI
8185,U1K.SI
8188,5TH.SI
8191,E1:5OT.SI
8194,E1:5BS.SI
8214,E1:F3V.SI
8244,E2:V01.SI
8253,E2:SV3U.SI
8254,E2:T39.SI
8274,U7B.SI
8294,5I5.SI
8314,TO7.SI
8354,E2:G18.SI
8399,S73.SI
8405,E1:5KU.SI
8411,5H0.SI
8412,U1A.SI
8413,V01.SI
8549,TM6.SI
8566,TO8.SI
8567,E2:5G3.SI
8569,E1:T04.SI
8577,E1:5G7R.SI
8579,E1:D8DU.SI
8580,E1:N0L.SI
8582,E2:561.SI
8586,E1:T06.SI
8589,E1:J7X.SI
8591,E1:W05.SI
8607,E2:K11.SI
8621,F22.SI
8623,E2:PA3.SI
8721,E2:J7X.SI
8739,S29.SI
8755,T06.SI
8756,S46.SI
8757,G11.SI
8775,E1:S29.SI
8777,E1:AM3.SI
8792,E2:5KH.SI
8867,E2:F2X.SI
8914,U7C.SI
8927,O87.SI
8941,E2:I17.SI
8954,U9X.SI
8983,UD3.SI
8990,U7K.SI
9001,E2:U09.SI
9023,UD2.SI
9025,S27.SI
9027,UD1U.SI
9046,U2U.SI
9051,E1:O87.SI
9052,E1:U06.SI
9061,E1:T14.SI
9070,U3L.SI
9088,U6J.SI
9120,E2:T6I.SI
9144,E2:545.SI
9152,E1:535.SI
9193,E1:ON7.SI
9214,E1:5RJ.SI
9227,5G5R.SI
9233,5WR.SI
9236,X04.SI
9290,U9N.SI
9313,N33.SI
9320,Z77.SI
